pcd7,pcd8,pcds,dointr,doterm,usertype,oseast1m,osnrth1m,oa21cd,oac11cd,oac11nm,wz11cd,wzc11cd,wzc11nm,lsoa21cd,lsoa21nm,msoa21cd,msoa21nm,soac11cd,soac11nm,ladcd,ladnm,ladnmw,laccd,lacnm
AB1 2BZ,AB1  2BZ,AB1 2BZ,198001,199606,0,394306,806136,S00090676,2B1,Students and commuters,S34003122,G2,Healthcare and public administration,S01006589,,S02001250,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2DA,AB1  2DA,AB1 2DA,198001,199606,0,393468,805829,S00090575,2C1,Migrant families,S34000030,G1,Public administration and security,S01006582,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2DB,AB1  2DB,AB1 2DB,198001,199606,0,393403,805798,S00090575,2C1,Migrant families,S34002995,C5,Professional home-workers in outer suburbs,S01006582,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2DD,AB1  2DD,AB1 2DD,197308,199606,0,393793,805876,S00090581,7B1,Eastern European communities,S34003029,G1,Public administration and security,S01006582,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2DE,AB1  2DE,AB1 2DE,198001,199606,0,393692,805648,S00090575,2C1,Migrant families,S34000031,B4,Regional business centres,S01006582,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2DF,AB1  2DF,AB1 2DF,199402,199606,0,393705,805688,S00090575,2C1,Migrant families,S34000029,G1,Public administration and security,S01006582,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2DG,AB1  2DG,AB1 2DG,198001,199512,0,393690,805750,S00090575,2C1,Migrant families,S34000029,G1,Public administration and security,S01006582,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2DH,AB1  2DH,AB1 2DH,198001,199606,0,393639,805690,S00090575,2C1,Migrant families,S34000030,G1,Public administration and security,S01006582,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2DJ,AB1  2DJ,AB1 2DJ,198001,199606,0,393653,805760,S00090575,2C1,Migrant families,S34000029,G1,Public administration and security,S01006582,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2DL,AB1  2DL,AB1 2DL,198001,199606,0,393577,805763,S00090575,2C1,Migrant families,S34000030,G1,Public administration and security,S01006582,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2DN,AB1  2DN,AB1 2DN,198001,199606,0,393653,805681,S00090575,2C1,Migrant families,S34000030,G1,Public administration and security,S01006582,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2DP,AB1  2DP,AB1 2DP,198001,199606,0,393510,805831,S00090575,2C1,Migrant families,S34000030,G1,Public administration and security,S01006582,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2DQ,AB1  2DQ,AB1 2DQ,198001,199606,0,393782,805985,S00090582,2B1,Students and commuters,S34003003,G1,Public administration and security,S01006587,,S02001250,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2DR,AB1  2DR,AB1 2DR,198001,199606,0,393770,805945,S00090582,2B1,Students and commuters,S34003003,G1,Public administration and security,S01006587,,S02001250,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2DS,AB1  2DS,AB1 2DS,198001,199606,0,393834,805766,S00090571,2A3,Students and professionals,S34003029,G1,Public administration and security,S01006590,,S02001250,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2DT,AB1  2DT,AB1 2DT,198001,199606,0,393692,805934,S00090580,2B2,Multicultural student neighbourhood,S34002969,C2,Independent professional metro services,S01006582,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2DU,AB1  2DU,AB1 2DU,198001,199606,0,393546,805714,S00090576,2C1,Migrant families,S34002995,C5,Professional home-workers in outer suburbs,S01006582,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2DW,AB1  2DW,AB1 2DW,198001,199606,0,393569,805758,S00090575,2C1,Migrant families,S34000030,G1,Public administration and security,S01006582,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2DX,AB1  2DX,AB1 2DX,198001,199606,0,393713,805624,S00090575,2C1,Migrant families,S34000031,B4,Regional business centres,S01006582,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2DY,AB1  2DY,AB1 2DY,198001,199606,0,393843,805847,S00090570,2B2,Multicultural student neighbourhood,S34003029,G1,Public administration and security,S01006590,,S02001250,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2DZ,AB1  2DZ,AB1 2DZ,198001,199606,0,393883,805833,S00090573,2B1,Students and commuters,S34003029,G1,Public administration and security,S01006590,,S02001250,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2EA,AB1  2EA,AB1 2EA,198001,199606,0,393705,805867,S00090580,2B2,Multicultural student neighbourhood,S34002969,C2,Independent professional metro services,S01006582,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2EB,AB1  2EB,AB1 2EB,198001,199606,0,393737,805774,S00089037,2B1,Students and commuters,S34002969,C2,Independent professional metro services,S01006582,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2ED,AB1  2ED,AB1 2ED,198001,199606,0,393763,805695,S00090572,2C1,Migrant families,S34002969,C2,Independent professional metro services,S01006582,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2EE,AB1  2EE,AB1 2EE,198001,199606,0,393867,805750,S00090571,2A3,Students and professionals,S34003029,G1,Public administration and security,S01006590,,S02001250,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2EF,AB1  2EF,AB1 2EF,198001,199606,0,393894,805666,S00089034,2D1,Urban cultural mix,S34002969,C2,Independent professional metro services,S01006590,,S02001250,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2EG,AB1  2EG,AB1 2EG,198001,199606,0,393833,805674,S00089034,2D1,Urban cultural mix,S34002969,C2,Independent professional metro services,S01006590,,S02001250,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2EH,AB1  2EH,AB1 2EH,198001,199606,0,393792,805608,S00089032,2C1,Migrant families,S34002969,C2,Independent professional metro services,S01006590,,S02001250,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2EJ,AB1  2EJ,AB1 2EJ,198001,199606,0,393777,805581,S00090575,2C1,Migrant families,S34000031,B4,Regional business centres,S01006582,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2EL,AB1  2EL,AB1 2EL,198001,199606,0,393717,805745,S00090575,2C1,Migrant families,S34000029,G1,Public administration and security,S01006582,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2EN,AB1  2EN,AB1 2EN,198001,199606,0,393551,805802,S00090575,2C1,Migrant families,S34000030,G1,Public administration and security,S01006582,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2EP,AB1  2EP,AB1 2EP,198001,199606,0,393361,805727,S00089212,2B1,Students and commuters,S34003058,B4,Regional business centres,S01006571,,S02001247,,3C,Highly qualified professionals,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2EQ,AB1  2EQ,AB1 2EQ,198001,199606,0,393410,805680,S00090575,2C1,Migrant families,S34002995,C5,Professional home-workers in outer suburbs,S01006582,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2ER,AB1  2ER,AB1 2ER,198001,199606,0,393305,805560,S00090565,2B1,Students and commuters,S34003095,C3,Metro suburban distribution industries,S01006583,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2ES,AB1  2ES,AB1 2ES,198001,199606,0,393539,805552,S00090563,2C2,Migrant commuters,S34002995,C5,Professional home-workers in outer suburbs,S01006583,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2ET,AB1  2ET,AB1 2ET,198001,199606,0,393899,805846,S00090573,2B1,Students and commuters,S34003029,G1,Public administration and security,S01006590,,S02001250,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2EU,AB1  2EU,AB1 2EU,198001,199606,0,393797,805796,S00090571,2A3,Students and professionals,S34003029,G1,Public administration and security,S01006590,,S02001250,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2EW,AB1  2EW,AB1 2EW,198001,199606,0,393798,805732,S00090572,2C1,Migrant families,S34002969,C2,Independent professional metro services,S01006582,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2EX,AB1  2EX,AB1 2EX,198001,199606,0,393921,805867,S00090573,2B1,Students and commuters,S34003029,G1,Public administration and security,S01006590,,S02001250,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2EY,AB1  2EY,AB1 2EY,198001,199512,0,393770,805860,S00090581,7B1,Eastern European communities,S34003029,G1,Public administration and security,S01006582,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2EZ,AB1  2EZ,AB1 2EZ,199308,199606,0,393795,805814,S00090572,2C1,Migrant families,S34002969,C2,Independent professional metro services,S01006582,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2FA,AB1  2FA,AB1 2FA,199410,199606,0,393961,806016,S00090579,2B1,Students and commuters,S34000033,A6,"Eat, drink and be merry",S01006586,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2FB,AB1  2FB,AB1 2FB,197308,199201,0,394730,806270,S00090677,2B1,Students and commuters,S34000046,B5,Science and business parks,S01006637,,S02001259,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2FD,AB1  2FD,AB1 2FD,198001,199606,0,394072,805840,S00089035,2C2,Migrant commuters,S34003111,B5,Science and business parks,S01006587,,S02001250,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2FF,AB1  2FF,AB1 2FF,198904,199606,0,393896,805692,S00090574,2C3,Professional service cosmopolitans,S34003029,G1,Public administration and security,S01006590,,S02001250,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2FG,AB1  2FG,AB1 2FG,198610,199606,0,393784,805790,S00089037,2B1,Students and commuters,S34002969,C2,Independent professional metro services,S01006582,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2FH,AB1  2FH,AB1 2FH,199009,199512,0,393780,805730,S00090572,2C1,Migrant families,S34002969,C2,Independent professional metro services,S01006582,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2FJ,AB1  2FJ,AB1 2FJ,199201,199606,0,393529,805578,S00090577,2B1,Students and commuters,S34002995,C5,Professional home-workers in outer suburbs,S01006582,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2FL,AB1  2FL,AB1 2FL,199302,199606,0,393546,805409,S00090557,2B1,Students and commuters,S34002995,C5,Professional home-workers in outer suburbs,S01006595,,S02001251,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2FN,AB1  2FN,AB1 2FN,199302,199606,0,393439,805579,S00090567,2B1,Students and commuters,S34002995,C5,Professional home-workers in outer suburbs,S01006583,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2FP,AB1  2FP,AB1 2FP,199302,199606,0,393379,805575,S00090564,2B1,Students and commuters,S34003095,C3,Metro suburban distribution industries,S01006583,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2FR,AB1  2FR,AB1 2FR,199410,199606,0,393321,805547,S00090566,2B1,Students and commuters,S34003095,C3,Metro suburban distribution industries,S01006583,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2HA,AB1  2HA,AB1 2HA,198001,199606,0,393865,805966,S00090582,2B1,Students and commuters,S34003003,G1,Public administration and security,S01006587,,S02001250,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2HB,AB1  2HB,AB1 2HB,198001,199606,0,393814,805978,S00090582,2B1,Students and commuters,S34003003,G1,Public administration and security,S01006587,,S02001250,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2HD,AB1  2HD,AB1 2HD,198001,199606,0,393997,805873,S00089035,2C2,Migrant commuters,S34003111,B5,Science and business parks,S01006587,,S02001250,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2HE,AB1  2HE,AB1 2HE,198001,199606,0,393955,805910,S00090573,2B1,Students and commuters,S34003029,G1,Public administration and security,S01006590,,S02001250,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2HF,AB1  2HF,AB1 2HF,199111,199606,0,393944,805911,S00090573,2B1,Students and commuters,S34003029,G1,Public administration and security,S01006590,,S02001250,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2HG,AB1  2HG,AB1 2HG,198001,199606,0,393972,805833,S00089036,2B1,Students and commuters,S34003111,B5,Science and business parks,S01006590,,S02001250,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2HH,AB1  2HH,AB1 2HH,198001,199606,0,393942,805809,S00090574,2C3,Professional service cosmopolitans,S34003029,G1,Public administration and security,S01006590,,S02001250,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2HJ,AB1  2HJ,AB1 2HJ,198001,199606,0,393928,805756,S00090574,2C3,Professional service cosmopolitans,S34003029,G1,Public administration and security,S01006590,,S02001250,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2HL,AB1  2HL,AB1 2HL,198001,199606,0,393997,805766,S00089036,2B1,Students and commuters,S34003111,B5,Science and business parks,S01006590,,S02001250,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2HN,AB1  2HN,AB1 2HN,198001,199606,0,393965,805731,S00089036,2B1,Students and commuters,S34003111,B5,Science and business parks,S01006590,,S02001250,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2HP,AB1  2HP,AB1 2HP,198001,199606,0,393985,805657,S00089033,2C2,Migrant commuters,S34002969,C2,Independent professional metro services,S01006590,,S02001250,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2HQ,AB1  2HQ,AB1 2HQ,198001,199606,0,393952,805667,S00089033,2C2,Migrant commuters,S34002969,C2,Independent professional metro services,S01006590,,S02001250,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2HR,AB1  2HR,AB1 2HR,198001,199606,0,393998,805602,S00089011,2B1,Students and commuters,S34002969,C2,Independent professional metro services,S01006587,,S02001250,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2HS,AB1  2HS,AB1 2HS,198001,199606,0,393972,805589,S00089011,2B1,Students and commuters,S34002969,C2,Independent professional metro services,S01006587,,S02001250,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2HT,AB1  2HT,AB1 2HT,198001,199606,0,394015,805543,S00090359,2A3,Students and professionals,S34002969,C2,Independent professional metro services,S01006591,,S02001251,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2HU,AB1  2HU,AB1 2HU,198001,199606,0,393859,805986,S00090579,2B1,Students and commuters,S34000033,A6,"Eat, drink and be merry",S01006586,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2HW,AB1  2HW,AB1 2HW,197308,198011,0,393850,806000,S00090579,2B1,Students and commuters,S34000033,A6,"Eat, drink and be merry",S01006586,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2HX,AB1  2HX,AB1 2HX,198001,199606,0,393982,805540,S00090359,2A3,Students and professionals,S34002969,C2,Independent professional metro services,S01006591,,S02001251,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2HY,AB1  2HY,AB1 2HY,198001,199606,0,393936,806002,S00090579,2B1,Students and commuters,S34000033,A6,"Eat, drink and be merry",S01006586,,S02001249,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2HZ,AB1  2HZ,AB1 2HZ,198001,199606,0,393942,805958,S00090582,2B1,Students and commuters,S34000034,G1,Public administration and security,S01006587,,S02001250,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2JA,AB1  2JA,AB1 2JA,198001,199606,0,394020,805461,S00090552,2B1,Students and commuters,S34003078,C5,Professional home-workers in outer suburbs,S01006591,,S02001251,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 2JB,AB1  2JB,AB1 2JB,198001,199606,0,393986,805477,S00090552,2B1,Students and commuters,S34003078,C5,Professional home-workers in outer suburbs,S01006591,,S02001251,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
